AirlineCarrierCode,PassengerFlightNumber,PassengerRecordLocator,CutomerId,PassengerBookingId,FirstName,LastName,FlightOriginLocalDate,FlightOriginStnCode,FlightDestStnCode,ConnectionStnCode,ConnectionTime
GA,772,YLID27,3.73589E+11,4.96427E+15,Carrol,Gaylord,11/4/15,DEL,MXP,JFK,144
GA,739,WVQG82,1.3208E+11,4.4501E+15,Rubi,Turcotte,4/17/16,PEK,MXP,ATL,69
GA,EQV,GENS53,6.76073E+11,3.91983E+14,Grant,O'Reilly,3/20/16,SFO,PEK,AMS,176
KE,735,TZYA00,7.90594E+11,1.4378E+15,Caleb,Dach,6/20/16,BOM,MUC,HND,151
KE,330,VKFQ63,3667651191,4.27956E+15,Davis,Feeney,9/29/15,SEA,DXB,LAX,178
MU,733,YVKX63,5.79325E+11,5.13966E+14,Sam,Mayert,7/13/16,DEL,DXB,ATL,169
UX,788,VFWQ48,3.00234E+11,1.21123E+15,Colin,Purdy,7/6/16,GIG,MUC,AMS,102
KE,343,TRCK35,4.55352E+11,6.37797E+15,Lannie,Olson,9/28/15,BOM,MXP,LAX,115
GA,M11,KZXO03,7.98458E+11,4.10552E+15,Rod,Mertz,5/13/16,DEL,SFO,JFK,125
AZ,EQV,HJFK47,1.46525E+11,3.61072E+15,Vernon,Keeling,12/8/15,MUC,BOM,LAX,155
AM,343,OSUN83,4.47088E+11,2.02239E+15,Korey,Effertz,2/28/16,SFO,GIG,LAX,166
RO,777,ELVD72,2.81695E+11,8.38303E+15,Walter,Ortiz,1/3/16,DXB,PEK,ATL,99
SU,M11,FVOE57,3.4141E+11,2.88288E+15,Penny,Murphy,4/22/16,MXP,DEL,BOM,64
KL,747,BUVJ53,8.0029E+11,9.43452E+15,Henry,Rempel,4/26/16,SFO,BOM,DTW,144
KL,346,XWYJ46,8.7378E+11,7.18129E+15,Tinisha,Heaney,8/10/16,DEL,PEK,DTW,170
ME,733,HISL45,9.25788E+11,2.15793E+15,Johnny,Homenick,5/15/16,MUC,HNL,DTW,94
VN,77W,LNUO71,7.68131E+11,8.14173E+15,Naoma,Homenick,3/11/16,GIG,MUC,CDG,87
AF,F50,ELPC29,9.48875E+11,6.88855E+15,Oleta,Erdman,6/20/16,DXB,MXP,MSP,93
KL,M90,IDMG88,37956653681,7.5032E+15,Nelson,Johnson,2/23/16,BOM,DEL,LAX,167
AF,ATR,YVCF64,8.94632E+11,5.66766E+14,Alaine,Kiehn,2/3/16,DXB,PEK,HND,99
VN,AB6,HSOI23,1988581920,4.85465E+15,Jasper,Terry,8/22/16,HNL,DXB,DTW,139
MU,737,RNYX05,3.65993E+11,7.92412E+15,Otis,Metz,8/15/16,MXP,DXB,CDG,54
AM,763,EBWQ71,5.02885E+11,4.14414E+15,Shawnee,Johnson,9/22/15,MUC,PEK,DTW,96
CZ,EQV,JVAX51,8.68654E+11,2.62374E+15,Brady,Gusikowski,11/23/15,MUC,MUC,HND,68
KE,CR9,HKBM83,9.39426E+11,3.55702E+15,Laurine,Rau,8/21/16,HNL,MUC,CDG,53
CI,E70,KOGA82,6.99726E+11,7.37869E+15,Fumiko,Kessler,9/18/16,SEA,PEK,LAX,93
KE,75W,LEIM21,5.64876E+11,6.59311E+14,Rosemary,Brakus,2/28/16,BOM,SEA,CDG,165
AM,73G,MRIC21,6.66892E+11,4.94013E+15,Geneva,Ziemann,6/24/16,MUC,HNL,MSP,171
SU,74M,LYGU23,19425171692,6.65597E+14,Cicely,Howell,7/21/16,BOM,MUC,LAX,60
AZ,75W,LHKJ51,1.23162E+11,4.18287E+14,Gary,Conroy,10/23/15,SEA,DXB,ATL,165
CZ,330,KCRM93,1.09717E+11,7.33932E+15,Illa,Larson,7/14/16,DXB,BOM,ATL,171
GA,75W,TGUZ68,2.49389E+11,4.157E+14,Darin,Jaskolski,6/25/16,HNL,MXP,CDG,82
OK,EQV,AWUF75,3.91785E+11,3.20866E+15,Walter,Jaskolski,5/6/16,MXP,BOM,JFK,175
UX,F50,QDZP33,3.36939E+11,1.1542E+15,Christoper,Cartwright,9/15/15,SEA,SFO,JFK,142
GA,330,GAKL38,93091189568,9.1266E+15,Kandra,Watsica,10/10/15,DEL,SFO,JFK,145
UX,753,EQYN63,7.98568E+11,6.76205E+15,Ricky,Stokes,5/18/16,GIG,BOM,MSP,54
UX,CR2,SILH48,8.67146E+11,6.30194E+15,Velda,Corkery,12/10/15,MUC,SFO,HND,91
AM,SF3,JFCR05,8.30921E+11,3.38196E+15,Anita,Ortiz,11/28/15,DEL,GIG,DTW,170
CI,388,QTSI46,3.22803E+11,5.08546E+14,Luigi,Berge,7/16/16,MUC,SFO,LAX,154
ME,M90,UJLD78,9.36887E+11,5.132E+15,Russel,Kirlin,2/18/16,MXP,HNL,LHR,136
MU,CR2,YOML98,6.57883E+11,9.66383E+15,Twanna,Borer,3/25/16,HNL,GIG,BOM,50
GA,AT5,XOCQ64,5.61936E+11,7.48969E+15,Vannessa,Connelly,9/16/16,SFO,HNL,HND,154
SU,330,ACRY21,8.84644E+11,8.10579E+15,Dante,Kerluke,5/28/16,PEK,MUC,AMS,72
OK,753,YVGZ83,9.17048E+11,8.41875E+15,Otis,Casper,12/18/15,MXP,HNL,LAX,61
RO,E90,EMYX29,8.71229E+11,2.13912E+14,Doretta,Schmeler,10/28/15,DEL,SEA,AMS,127
ME,737,BKVF58,1.58074E+11,5.966E+15,Wilfredo,Bosco,5/14/16,PEK,DEL,ATL,65
AF,74M,ASQE77,4.38014E+11,3.44251E+15,Forrest,Daugherty,9/29/15,GIG,SEA,DTW,55
AZ,343,PNVQ78,6.86348E+11,8.73651E+15,Raphael,Hansen,7/20/16,GIG,HNL,HND,63
CI,313,VJWK54,5.74477E+11,2.99902E+15,Jonelle,Larkin,10/16/15,MUC,MUC,LHR,51
MU,EQV,RJEU58,3.53963E+11,9.34639E+15,Arlena,Grady,9/21/15,DEL,DXB,LHR,135
MU,SF3,QVAT45,7.08462E+11,8.47669E+15,Naoma,Stanton,6/1/16,MUC,PEK,ATL,167
CI,777,OJER37,9.67404E+11,7.48667E+15,Maximo,Rosenbaum,6/1/16,MUC,HNL,LAX,169
RO,388,EAYS49,1.55914E+11,8.7584E+15,Adrian,Little,12/28/15,HNL,PEK,LAX,49
MU,M90,URKI13,7.10555E+11,1.41671E+15,Leeanne,Frami,10/13/15,BOM,MUC,LHR,80
UX,74M,FTGH72,4.94768E+11,6.69696E+15,Pete,Lang,10/4/15,SEA,GIG,JFK,113
KQ,M90,TEHU20,34421024953,3.60829E+15,Domenic,Oberbrunner,11/29/15,PEK,MXP,BOM,126
ME,788,STDL59,8.58482E+11,8.92825E+15,Guadalupe,Simonis,3/15/16,HNL,SEA,AMS,110
AF,763,VFUK33,2.13593E+11,7.15526E+15,Troy,Batz,8/7/16,DXB,DEL,BOM,90
OK,777,VLPG64,7.85226E+11,4.95997E+15,Bradly,Koepp,5/7/16,MXP,DXB,HND,173
RO,330,QNDJ45,92297265256,3.85399E+15,Miquel,Conn,11/6/15,MUC,MXP,CDG,137
ME,343,JIRX45,4.29019E+11,8.9768E+15,Jeanetta,Rau,9/23/16,HNL,DXB,DTW,125
GA,SF3,IEPU34,5.53324E+11,7.84002E+15,Zachary,Pfannerstill,8/12/16,SFO,BOM,AMS,79
KE,77W,FXLJ12,9.06447E+11,4.85434E+15,Toney,Considine,7/17/16,DXB,DXB,HND,65
DL,ATR,REXJ88,5.74496E+11,6.70728E+15,Colby,Parker,4/23/16,HNL,SEA,AMS,106
KQ,74M,CVDR55,8092449210,5.8634E+15,Antony,Gleichner,7/16/16,SEA,MXP,DTW,138
RO,M90,KZFL18,7.7533E+11,3.03057E+15,Shaunna,Huels,6/25/16,BOM,GIG,CDG,76
CI,753,MRWC13,2.97308E+11,3.59884E+14,Kenny,Kuvalis,5/19/16,GIG,DXB,ATL,48
KQ,735,PITG54,8.58233E+11,8.60329E+15,Coralee,Boyle,8/7/16,DXB,PEK,HND,73
KL,737,WRBZ89,7.08948E+11,6.8333E+15,Jose,Ferry,4/14/16,MUC,DEL,LHR,95
CI,788,BUSI37,5.399E+11,8.63641E+15,Freddy,Wehner,12/28/15,PEK,GIG,MSP,96
AF,333,WSPH46,80264818617,1.81052E+13,Earl,Abshire,7/7/16,MUC,DXB,MSP,146
SU,319,QJMX74,9.8818E+11,5.41671E+13,Roman,Friesen,1/14/16,BOM,HNL,LHR,118
RO,343,RAVU50,8.68911E+11,8.82932E+15,Tessie,Luettgen,9/24/16,MXP,MXP,JFK,56
SU,AB6,VPBJ49,7.60211E+11,6.57381E+15,Rueben,Reilly,11/11/15,SFO,SEA,LHR,85
VN,AB6,HNVI58,5.87561E+11,8.9772E+15,Bertram,Effertz,12/19/15,BOM,GIG,AMS,50
UX,321,HKWE72,8.93749E+11,6.12058E+15,Bradford,Hackett,8/27/16,SEA,DXB,JFK,74
AF,346,LVFP30,3.46872E+11,6.83208E+15,Erik,Ratke,4/29/16,MXP,SEA,MSP,75
RO,74M,CKFP29,3.77851E+11,2.54562E+15,Anthony,Hane,5/14/16,MXP,SEA,LHR,175
SU,100,XIEA59,3.70103E+11,9.28872E+15,Jaime,Frami,10/14/15,PEK,BOM,DTW,164
KL,M11,YFZC79,6.90769E+11,1.23444E+15,Diamond,Renner,1/25/16,HNL,SEA,HND,47
CZ,E90,LKSH59,4.83294E+11,7.11037E+15,Stevie,Bogan,10/29/15,BOM,MXP,AMS,124
AM,346,EHFN70,6.70496E+11,6.3029E+15,Karisa,Bogisich,7/22/16,BOM,BOM,LHR,78
AF,ATR,FKOU86,8.39107E+11,2.48865E+15,Bonny,Bogisich,1/10/16,HNL,DEL,MSP,122
SU,73G,AEIL36,6.43787E+11,1.0211E+15,Frida,O'Keefe,2/29/16,MXP,DXB,CDG,77
AF,CR9,BVOD40,7.96392E+11,5.12524E+15,Angelique,Stoltenberg,7/19/16,BOM,SEA,ATL,68
KQ,CRK,URSF83,2.02496E+11,7.47742E+15,Kerstin,Hermiston,12/10/15,GIG,DXB,LHR,176
UX,AT5,YDWG91,1.65876E+11,8.99399E+15,Jefferson,Daugherty,5/4/16,PEK,GIG,CDG,132
VN,73W,CGPV71,3.56545E+11,6.07635E+15,Kendrick,Walsh,10/9/15,MXP,GIG,CDG,89
MU,777,YQPC75,5.06759E+11,6.89383E+15,Frances,McClure,4/5/16,DEL,SEA,BOM,169
KQ,F50,GZBR09,1.82424E+11,7.46343E+15,Alene,DuBuque,6/9/16,DEL,MUC,AMS,62
VN,333,QGWX35,5.21148E+11,5.38315E+15,Deon,Ziemann,11/14/15,MXP,SEA,ATL,149
VN,319,GWTX85,9.30217E+11,5.37429E+15,Arden,Marvin,6/21/16,DXB,SFO,DTW,103
AM,SF3,OMAP62,3.33955E+11,7.01375E+15,Maximina,Quigley,9/14/15,DEL,GIG,DTW,85
MU,747,GUMP01,6.60743E+11,7.52943E+15,Mable,Daniel,3/9/16,SEA,GIG,MSP,78
VN,77W,LJBR46,13617004719,9.20266E+15,Ela,Shanahan,12/9/15,GIG,PEK,BOM,78
AM,737,LUIN27,10073894176,8.09223E+15,Cathy,Olson,3/6/16,MXP,BOM,CDG,178
AM,737,VLGF05,1.42429E+11,6.76232E+14,Nina,Ratke,8/1/16,DEL,MUC,MSP,107
OK,735,UDNQ23,9.97353E+11,2.01184E+15,Lavonia,Yost,8/14/16,SFO,HNL,LHR,60
MU,321,RJAZ96,6.66434E+11,4.52169E+14,Vicky,Howell,1/2/16,DXB,GIG,DTW,112
DL,733,HUSM93,8.60122E+11,5.0896E+15,Pasquale,Veum,7/22/16,DXB,HNL,HND,180
KQ,CR2,IOKV84,5.84908E+11,6.45137E+15,Alayna,Beahan,9/23/16,SFO,GIG,AMS,153
VN,M90,TBDJ20,6.06241E+11,2.20521E+15,Demetrius,Little,3/4/16,BOM,SEA,JFK,152
KL,100,XSYD29,3.90673E+11,9.87759E+15,Gene,Streich,9/23/15,GIG,BOM,LAX,130
SU,767,TWJI14,4.81127E+11,1.26005E+15,Lisha,Mayer,7/2/16,GIG,SEA,LAX,177
KQ,AB6,ADIN36,4.28509E+11,8.64165E+15,Burt,Schumm,3/7/16,DXB,SEA,DTW,138
MU,777,GEDZ24,7.70162E+11,9.33358E+15,Dallas,Swaniawski,1/28/16,MUC,BOM,ATL,59
AM,73G,RGHE94,4.52373E+11,9.39154E+15,Dacia,Paucek,8/12/16,GIG,BOM,JFK,139
MU,77W,PTAE69,3376089829,8.51719E+14,Elsy,Morissette,7/24/16,MXP,PEK,DTW,88
KL,767,WMJI84,8.105E+11,8.32184E+15,Ha,Olson,1/5/16,GIG,DXB,DTW,125
KE,M11,PXQN63,87631950938,3.63351E+15,Rina,Morissette,11/13/15,SFO,MXP,LAX,119
AZ,313,VIOJ61,7.99652E+11,4.15603E+15,Suzanna,Murray,12/3/15,MUC,DEL,JFK,82
UX,735,GPDL85,2.95685E+11,3.02097E+15,Yulanda,Pfeffer,7/26/16,SEA,MUC,LAX,164
GA,ER4,PIYC61,54100782146,9.7088E+14,Wilbur,Gibson,2/5/16,DXB,BOM,CDG,99
RO,733,OERA45,84066519891,2.29967E+14,Dulcie,Franecki,5/11/16,BOM,HNL,AMS,141
KE,AT5,KNUI12,7.3309E+11,7.97013E+15,Keesha,Hane,9/12/16,SEA,SFO,BOM,109
KQ,EQV,YVOW16,5.69005E+11,7.31385E+15,Kristle,Klein,5/2/16,BOM,HNL,HND,168
SU,388,BSVX29,9.774E+11,2.66624E+15,Bryon,Ratke,3/8/16,BOM,MUC,ATL,125
DL,319,NFHQ64,9.67402E+11,2.77134E+15,Marcel,Lind,8/21/16,BOM,SEA,LAX,120
DL,753,DRIV19,3.46322E+11,5.63096E+14,Merrill,Cormier,2/19/16,SEA,SEA,AMS,128
UX,737,VIXU21,1.87197E+11,8.08665E+14,Catherin,Hansen,7/26/16,DXB,BOM,BOM,46
CZ,E90,LBGD74,5.02491E+11,4.53508E+15,Augustus,Reilly,10/14/15,DEL,HNL,LHR,87
DL,388,WQHC26,8.95184E+11,7.58212E+15,Arlen,Herman,3/21/16,DXB,PEK,LHR,117
RO,753,CQXW59,1.5771E+11,2.85777E+14,Cornelius,Macejkovic,9/5/16,DXB,HNL,AMS,82
KE,330,QTCB65,7.81022E+11,9.06795E+15,Kaila,Lockman,5/17/16,SEA,DEL,LHR,140
CZ,753,ZPTO88,5.94727E+11,3.74148E+15,Danilo,Reilly,1/6/16,MUC,SFO,HND,114
UX,333,AKLN89,4.63669E+11,2.903E+15,Viola,Zulauf,10/19/15,PEK,MXP,CDG,104
AZ,73G,QNIJ80,5.0121E+11,6.61627E+14,Walton,Harris,9/10/15,HNL,PEK,DTW,143
KE,753,XGSK42,9.43749E+11,5.47442E+15,Lazaro,Gaylord,6/5/16,SEA,HNL,CDG,86
SU,73W,RBOZ45,2.59167E+11,1.74091E+15,Eugene,Murazik,9/2/16,HNL,DXB,MSP,140
RO,321,QWVD85,8.68065E+11,2.60991E+15,Neal,Thompson,5/12/16,BOM,MUC,MSP,175
DL,747,EHYV28,4.41857E+11,4.35854E+15,Debora,Kub,7/29/16,SFO,HNL,JFK,61
SU,733,MYLC92,4.55592E+11,4.04973E+15,Jaymie,Botsford,9/23/16,HNL,PEK,CDG,98
AF,E70,WCFU91,85864643353,1.22205E+15,Hal,Dare,10/14/15,GIG,DEL,DTW,167
ME,E90,VLSX67,3.90146E+11,4.09595E+15,Gino,Roberts,3/11/16,PEK,PEK,HND,120
KQ,788,RSTN41,4.44308E+11,1.17986E+15,Chester,Schaden,3/11/16,DEL,GIG,ATL,90
VN,739,NDKI59,6.31188E+11,1.68339E+15,Deetta,Carroll,1/6/16,DEL,SFO,LHR,127
DL,M11,PUDI11,2.78611E+11,4.37826E+15,Gale,Beatty,4/28/16,MXP,SFO,BOM,64
AM,CR2,CBSJ66,2.61818E+11,6.31223E+14,Valda,Streich,2/5/16,SEA,HNL,MSP,151
AZ,73G,UKEZ37,4.37447E+11,3.22343E+15,Yukiko,Shields,8/29/16,PEK,GIG,LAX,158
AM,343,EXCB91,3.34884E+11,6.6304E+15,Duncan,Kohler,1/3/16,PEK,MXP,LHR,155
MU,330,GBQN13,1.78222E+11,4.4869E+15,Junie,Gottlieb,9/14/16,MUC,DXB,AMS,130
CI,E90,UVAX67,6.10021E+11,4.9892E+15,Lesli,Metz,1/11/16,MUC,SEA,DTW,92
SU,E70,GQXJ91,6.83712E+11,5.67883E+15,Micheal,Sipes,3/30/16,PEK,HNL,MSP,70
SU,CR9,BDAI84,2.90785E+11,2.32944E+15,Cara,Kling,8/17/16,GIG,SEA,HND,135
VN,73W,XNGF10,3.06699E+11,2.11542E+15,Prince,Ernser,9/17/16,MUC,DEL,LHR,131
AM,E90,KDQT65,9.2608E+11,6.59019E+15,Spencer,Bergnaum,8/13/16,MUC,SFO,AMS,107
KQ,333,GHLA14,8.46715E+11,5.06642E+15,Noah,Hodkiewicz,10/15/15,DXB,DEL,AMS,147
RO,100,FUKL63,4.41815E+11,8.35102E+15,Teodora,O'Kon,12/2/15,SEA,HNL,AMS,116
DL,763,JEDO93,2.76787E+11,3.43586E+15,Claretta,Boehm,6/13/16,MUC,DXB,LHR,72
KL,767,UWMO12,9.98486E+11,1.99023E+15,Eloy,Runolfsdottir,6/14/16,DEL,PEK,CDG,127
ME,100,DQRX34,7.75496E+11,2.7905E+15,Marlin,Nicolas,12/13/15,SFO,DEL,ATL,91
OK,346,KOVB23,23804457385,8.32946E+15,Kirstin,Mills,5/25/16,SFO,PEK,BOM,46
VN,313,XMIT10,5.46119E+11,8.52628E+15,Linnea,Dare,3/25/16,BOM,SEA,AMS,107
CZ,313,JGKQ55,5.13214E+11,3.06411E+15,Tyson,Ullrich,8/21/16,SFO,MUC,LHR,141
GA,73W,TJIB51,7.32147E+11,2.22529E+15,Hilda,Nikolaus,1/23/16,GIG,MUC,HND,82
ME,CR9,WKQP80,1.82335E+11,9.60551E+15,Edwin,Waelchi,3/29/16,HNL,HNL,HND,73
DL,319,TXIZ16,8.3872E+11,6.23951E+15,Quincy,Veum,8/20/16,DEL,HNL,MSP,112
OK,77W,ZLVC00,8.89299E+11,7.62851E+15,Chance,West,4/23/16,DXB,SFO,HND,154
MU,772,BSOA02,91298901172,1.9868E+15,Kimberlee,Koss,6/15/16,MUC,DEL,BOM,51
KE,747,KQVF25,97416343002,3.63841E+15,China,Stark,2/15/16,DEL,BOM,HND,102
VN,M90,TLOG24,9.2882E+11,2.47239E+15,Stephany,Von,2/3/16,HNL,HNL,CDG,148
AF,333,LRTU83,6.89E+11,3.18544E+15,Jaclyn,Collins,3/11/16,DXB,DEL,HND,157
KQ,M11,HPDA09,8.65505E+11,3.92346E+15,Ashley,Schimmel,12/6/15,PEK,SFO,BOM,76
UX,75W,LQBF52,8.98152E+11,5.3281E+15,Anabel,Trantow,2/18/16,MUC,BOM,DTW,100
GA,346,DXWJ80,5.28544E+11,3.14624E+15,Donn,Jacobs,2/23/16,DEL,PEK,LAX,157
VN,747,ISKL76,3.40947E+11,8.03648E+15,Sharon,Ledner,3/14/16,HNL,DEL,HND,137
ME,346,EFWJ09,8.15102E+11,8.47756E+14,Elias,Zemlak,9/11/16,DEL,MUC,BOM,59
GA,SF3,RXNF95,5.08176E+11,5.47833E+15,Lionel,Turcotte,6/13/16,SFO,HNL,LHR,152
AF,333,VADH76,8.4179E+11,7.16771E+15,Travis,Reinger,9/21/15,SEA,MXP,LHR,133
SU,ATR,DNWR86,3.37575E+11,2.63455E+15,Hollis,Gislason,1/28/16,MXP,SFO,LAX,173
VN,EQV,NUHY13,6.38126E+11,7.81518E+15,Ladawn,Gleichner,7/9/16,MXP,SFO,ATL,57
UX,EM2,DMZW49,8.28733E+11,1.2193E+15,Romeo,McClure,3/30/16,GIG,PEK,MSP,147
AF,313,LJWZ27,2.55005E+11,9.26178E+15,Rupert,Bogan,7/19/16,DXB,MXP,DTW,101
AM,AT5,IFEG86,9.53042E+11,5.9198E+15,Darrel,Renner,12/19/15,PEK,GIG,LAX,131
SU,75W,PKIS84,9.16479E+11,9.49297E+15,Etsuko,Klocko,4/5/16,GIG,PEK,BOM,173
UX,M11,HTCG75,8.32446E+11,8.77327E+15,Ryan,Orn,8/27/16,BOM,MXP,CDG,108
CZ,CRK,DBTE29,4.03673E+11,2.96564E+15,Kelly,Reynolds,5/19/16,DEL,MUC,BOM,68
OK,CRK,NFVU24,6.1908E+11,5.01619E+15,Mallie,Rowe,12/6/15,DEL,HNL,CDG,54
KL,388,LJMQ82,8.34048E+11,9.83598E+14,Jenny,Mertz,7/28/16,MUC,SFO,MSP,81
CI,73W,HGNK73,6.41888E+11,4.35377E+15,Sandee,Hills,3/27/16,MXP,SFO,ATL,151
DL,739,QTZJ67,1.33406E+11,6.62611E+15,Emmitt,Huels,2/28/16,SFO,DXB,LHR,149
KE,73J,PRJF79,5.25608E+11,6.6743E+15,Yuette,Ondricka,6/30/16,MXP,SFO,DTW,155
MU,319,LXVC33,5.97926E+11,1.13088E+15,Arron,Mayer,10/29/15,BOM,HNL,CDG,161
KQ,333,BUEW70,2.61929E+11,6.5599E+15,Vida,Rodriguez,9/18/15,GIG,DEL,CDG,105
ME,ER4,FMWN87,5.4287E+11,1.15241E+15,Kirby,Moen,9/10/16,PEK,GIG,JFK,134
AF,M90,LEIT86,3.95423E+11,7.51506E+15,Sherice,Satterfield,1/19/16,SEA,SFO,ATL,127
AZ,753,MTYL45,4.2464E+11,9.57132E+15,Ali,Prosacco,3/27/16,DXB,DXB,ATL,68
CZ,73J,ALCD40,2.09874E+11,8.63322E+15,Kiley,Purdy,8/18/16,MUC,GIG,AMS,169
ME,E70,TJKG57,7.09579E+11,2.29705E+15,Jospeh,Muller,7/14/16,DEL,HNL,CDG,103
UX,346,JDMK95,62863287461,6.80976E+15,Keith,Schoen,6/12/16,SFO,HNL,BOM,141
ME,M90,FXWE00,7.36065E+11,6.77226E+15,Rayford,Quitzon,1/7/16,SEA,BOM,LAX,53
MU,788,DYEW75,3.29784E+11,2.70441E+15,Hortencia,Huels,6/4/16,GIG,GIG,DTW,48
AM,321,RXGJ21,1.66477E+11,7.48461E+15,Maida,Boyle,12/10/15,BOM,MXP,LAX,70
UX,772,IJPT08,4.84335E+11,2.11805E+14,Damion,Kuphal,2/21/16,SEA,MUC,JFK,141
AF,EM2,MJUI35,6.84956E+11,6.62783E+15,Laverne,Reinger,9/28/15,GIG,PEK,BOM,154
DL,M90,HYMA36,32654938919,3.97744E+15,Rey,Grimes,9/17/16,DEL,HNL,CDG,76
CZ,319,TBVC01,2.27747E+11,7.38845E+15,Grover,Hane,5/4/16,BOM,DEL,HND,61
RO,788,JWUQ93,9.6311E+11,2.07786E+15,Lanny,Sanford,11/12/15,GIG,BOM,LAX,155
AF,73J,WQBP02,64550274601,2.80265E+15,Cornell,Bogan,1/24/16,DXB,BOM,JFK,118
AF,75W,VNLG74,2.68484E+11,6.16276E+15,Mirtha,Bernhard,8/25/16,DXB,BOM,LHR,146
AF,75W,NCBV86,9.6311E+11,4.13955E+15,Sonia,Schaefer,1/11/16,GIG,SEA,JFK,61
DL,767,VQWG52,8.33713E+11,4.8053E+15,Alfonzo,Ward,8/1/16,HNL,GIG,CDG,155
ME,737,OKPQ15,3.06146E+11,3.71933E+15,Tess,Lind,10/7/15,DEL,HNL,AMS,166
OK,319,ZJQN87,1.68221E+11,4.99296E+15,Mark,Hilll,1/17/16,GIG,GIG,DTW,56
AM,346,HZCV95,8.08318E+11,6.81768E+15,Evie,Goodwin,10/12/15,PEK,DXB,LHR,85
CZ,739,EYBD17,2.86268E+11,2.3168E+14,Murray,Kling,4/8/16,SEA,GIG,JFK,132
OK,777,EJZR05,3.01103E+11,2.71537E+15,Avery,Blanda,11/24/15,DEL,BOM,CDG,163
AM,321,NRWM98,6.70333E+11,8.88027E+15,Manuela,Ferry,6/17/16,HNL,SFO,DTW,136
ME,747,VUHE14,5.15151E+11,4.23818E+15,Loma,Padberg,12/13/15,DEL,DEL,ATL,54
CZ,77W,QAXW43,5.13103E+11,1.85032E+15,Annelle,Thiel,1/12/16,DXB,SFO,ATL,168
AF,CRK,CDQK02,9.65287E+11,5.52736E+15,Jeffery,Windler,6/22/16,SFO,SFO,LHR,177
DL,772,CLBT22,8.55286E+11,4.1821E+15,Leeanne,Boehm,12/20/15,SEA,SEA,DTW,140
KQ,388,KROC19,3.55456E+11,8.81908E+15,Cathie,Waters,6/16/16,DXB,MUC,JFK,123
OK,74M,ACKQ95,7.49918E+11,2.85129E+15,Milford,Kilback,9/19/16,BOM,DEL,AMS,61
ME,73W,GSBR89,9.23584E+11,5.3456E+15,Penelope,Champlin,9/17/16,MUC,GIG,JFK,105
RO,767,SMHJ86,4.9586E+11,3.53951E+15,Jefferey,Miller,1/23/16,SFO,GIG,ATL,111
GA,763,NCZK50,8.63848E+11,7.31739E+15,Mee,Okuneva,5/25/16,PEK,MUC,HND,142
KL,73G,GOAV58,3.31564E+11,7.18908E+15,Alycia,Towne,12/7/15,SEA,SEA,HND,134
CZ,77W,HFVU17,98604201797,7.59858E+15,Bella,Doyle,9/17/16,GIG,DXB,LAX,175
AZ,737,KXCL32,78681654658,7.32381E+15,Emelia,Bins,2/12/16,SEA,PEK,MSP,91
CZ,74M,TXAC50,35415501151,3.50706E+15,Ariel,Bahringer,1/18/16,MXP,SFO,DTW,135
CZ,321,SDOI29,4.36323E+11,9.44818E+15,Francie,Strosin,7/14/16,DXB,DXB,AMS,56
KL,AT5,VYZH57,8.2431E+11,2.61085E+15,Samual,Beier,12/3/15,PEK,SFO,ATL,152
DL,EM2,LWGB59,5.9264E+11,2.84259E+15,Simona,Heathcote,7/5/16,GIG,SEA,BOM,160
MU,772,HZNA86,8.13148E+11,9.78243E+15,Coral,Gislason,12/4/15,DXB,MXP,JFK,73
OK,100,EAFZ11,1.65393E+11,4.63281E+14,Omer,Larson,6/10/16,MUC,GIG,CDG,87
KL,73J,VTKX75,3.36181E+11,6.28769E+15,Mirella,Jacobs,10/19/15,SEA,HNL,CDG,177
AM,753,XRBE78,1.92366E+11,1.30189E+15,Arturo,Harber,11/1/15,SFO,BOM,MSP,128
CZ,F50,MIVY73,4.58986E+11,7.22061E+15,Gale,Russel,7/17/16,GIG,HNL,AMS,120
ME,75W,YOID95,8.95119E+11,3.39224E+15,Mohammad,Rice,4/1/16,SFO,SFO,AMS,117
MU,73G,MWFC67,15161225004,3.2874E+15,Saul,Senger,5/2/16,DXB,BOM,HND,176
DL,CR2,XBIO99,4.19167E+11,7.90319E+15,Bo,Kihn,9/12/16,DXB,BOM,HND,177
SU,747,FPUC54,6.35011E+11,3.55348E+15,Stephnie,Huel,3/29/16,DXB,SFO,AMS,83
UX,313,GJML98,7.67506E+11,9.59372E+15,Karlene,Will,2/28/16,GIG,PEK,ATL,46
KQ,739,WJIP66,4.0184E+11,9.77545E+15,Maddie,Skiles,9/19/15,GIG,SEA,HND,123
KE,E90,YXOP77,7.70882E+11,1.84319E+15,Idella,Maggio,2/24/16,BOM,HNL,AMS,55
AM,EQV,THBR80,6.20801E+11,3.79185E+15,Bernard,Hauck,1/3/16,SEA,HNL,HND,78
RO,319,EGFM98,1.39737E+11,5.96301E+14,Chan,Zemlak,12/29/15,HNL,DXB,BOM,165
RO,319,WJKZ21,7.40263E+11,6.3265E+15,Evangeline,Gerlach,4/21/16,DXB,SFO,ATL,70
RO,CR9,NIWU97,48684019308,1.8953E+15,Lester,Wisoky,5/29/16,PEK,DXB,LAX,112
OK,772,VEFC82,7.65184E+11,5.41979E+15,Miquel,Hane,7/8/16,DXB,PEK,BOM,72
AF,EQV,YWAZ73,6.52236E+11,3.69718E+15,Asia,O'Hara,12/27/15,MXP,BOM,ATL,180
